Date,Customer_ID,Customer_Name,Phone,Vehicle_Type,Plate_Number,Service_Type,Complaint,Parts_Replaced,Mechanic_Name,Service_Cost,Payment_Mode,Return_Visit,Rating,Service_Time_Hours,Remarks,Status,Workshop_Location,Referral_Source,Wait_Time_Mins,Spare_Parts_Availability,Parts_Source,Service_Priority,Customer_Type,Fleet_Name,Mechanic_Skill_Level,Parts_Cost,Labour_Cost,Fuel_TopUp?,Discount_Given,Promo_Code_Used,Follow_Up_Date,Has_Insurance_Cover,Mechanic_Notes,Customer_Notes,Request_For_Pickup,Home_Service,Towing_Required,Service_Package,Whatsapp_Followup
2025-02-02,CUS242,Tunde Bayo,08096389831,Mercedes-Benz GLE,ABJ928EF,Suspension Work,brake faliure,Air filter,,24349,pos,Yes,3.0,1.2,Changed all filters,Pending,VIP section,Road Sign,60,Available,Customer Brought,Normal,first timer,,Senior,40000,20000,No,10000,,23/08/2025,YES,Shock absorber weakening,no complain,Y,no,Towing needed,gold,No
09/01/2025,CUS243,Aisha Bello,08020490324,Mercedes-Benz GLE,LAG909CD,Engine Repair,brake faliure,Battery,Uche,70321,CASH,Yes,2.0,3.4,Changed all filters,Pending,Under tree,Mechanic Referral,45mins,Available,Direct from Benz,Booking,First Time,Logistics Co,Senior ,twenty thousand,20000,YES,,NONE,,No,,no complain,Y,No,No,,followed up
30/04/2025,CUS244,John Doe,08047101128,Toyota Corolla,LAG351CD,Engine Repair,Oill Change,Shock absorbers,,18704,CASH,Yes,3.0,3.7,Recommended further checks,Completed,Main Bay,Instagram,45mins,Unavailable,ladipo mkt,Normal,First Time,,Apprentice,15000,40000,Yes,10000,NONE,19/06/2025,No,Needs tire alignment,Prefers morning,Yes,no,No,Gold Maintenance Plan,followed up
02-04-2025,CUS245,Emeka Okafor,08040566959,Mercedes-Benz GLE,ABJ772EF,Suspension Work,brake faliure,Air filter,Musa,55467,CASH,Yes,1.0,1.9,Urgent service,In progress,main bay,Word of Mouth,45mins,Ordered,Benz supply,normal,Fleet Owner,Govt Convoy,Specialist,30000,20000,No,5000,LOYALTY10,,,,,No,no,No,gold,No
06-01-2025,CUS246,Ngozi Nwachukwu,08023208247,Mercedes-Benz GLE,LAG248EF,Battery Replacement,Brake Falure,"Oil filter, Brake pads",,119469,CASH,Yes,2.0,5.6,Customer waited,In progress,VIP Section,Instagram,,availaible,Customer Brought,Normal,Returning,,Senior,twenty thousand,40000,Yes,5000,Promo10,14/10/2025,no,Shock absorber weakening,Prefers morning,No,YES,Yes,One-time,No
06-12-2025,CUS247,Aisha Bello,08025916596,Honda Accord,ABJ109EF,Oil Change,brake faliure,Battery,Tijani,31365,Cash,Yes,2.0,1.3,Recommended further checks,Pending,Main Bay,Road Sign,30,Unavailable,Benz supply,Emergncy,Uber Driver,Bolt Driver,Senior ,twenty thousand,,YES,0,LOYALTY10,03/08/2025,,,no complain,Y,No,Towing needed,gold,No
06-13-2025,CUS248,Ngozi Nwachukwu,08019576257,Honda Accord,KAN111GH,Suspension Work,Suspenshun Noise,Air filter,Tijani,37531,POS,No,5.0,5.0,Customer waited,Completed,VIP section,Instagram,45mins,Ordered,Ladipo Market,normal,Returning,,Senior ,25000,35000,No,,N/A,2025-08-25,Yes,Shock absorber weakening,,,,,gold,No
21/03/2025,CUS249,Ngozi Nwachukwu,08058350177,Mercedes-Benz GLE,LAG318EF,Oil Change,engine knoking,Shock absorbers,Uche,105414,CASH,No,3.0,3.4,,Completed,,Road Sign,60,Available,Customer Brought,Normal,Fleet Owner,Private,speciallist,,40000,Yes,10000,N/A,2025-07-14,YES,,Prefers morning,,no,,gold,No
28/02/2025,CUS250,John Doe,08015138040,Honda Accord,KAN914EF,Brake Service,engine knoking,Timing belt,,84778,POS,Yes,1.0,3.4,Recommended further checks,Pending,VIP Section,Mechanik Referal,60,Available,Ladipo Market,normal,first timer,,Specialist,40000,20000,YES,0,NONE,,No,Needs tire alignment,,,,,gold,
04/04/2025,CUS251,John Doe,08083286377,Toyota Corolla,ABJ675CD,Oil Change,brake failur,Battery,Isaac Bobo,22264,Transfer,Yes,2.0,1.0,Changed all filters,In progress,Under tree,whatsapp,45,Available,Customer Brought,Booking,Uber Driver,,speciallist,,,no,0,N/A,,No,Shock absorber weakening,,,,Towing needed,one time,followed up
2025-02-09,CUS252,Aisha Bello,08036884696,Toyota Corolla,LAG390GH,Suspension Work,brake faliure,Air filter,Uche,12993,Cash,Yes,2.0,5.1,Changed all filters,In progress,main bay,Mechanic Referral,45mins,Ordered,Customer Brought,Booking,Uber Driver,Logistics Co,Specialist,40000,35000,no,5000,Promo10,,Yes,Needs tire alignment,Always late,N,YES,Yes,,No
04/02/2025,CUS253,Aisha Bello,08054796219,Mercedes-Benz GLE,ABJ639CD,Oil Change,Suspensn Noise,Shock absorbers,Isaac Bobo,112097,POS,Yes,5.0,3.2,Urgent service,In progress,VIP Section,whatsapp,30,orderd,Ladipo Market,Emergency,Uber Driver,Logistics Co,Specialist,30000,30k,No,5k,N/A,2025-11-26,Yes,,,No,,Yes,gold,No
01-03-2025,CUS254,Ngozi Nwachukwu,08036393422,Honda Accord,ABJ674EF,Engine Repair,suspension noiz,None,,29557,POS,Yes,5.0,2.6,Recommended further checks,Completed,,Mechanic Referral,30,Unavailable,Customer Brought,Emergncy,First Time,Bolt Driver,Specialist,25000,40000,,0,N/A,,no,,Always late,Y,no,Yes,One-time,followed up
2025-05-06,CUS255,Ngozi Nwachukwu,08054190018,Lexus RX 350,KAN722GH,Brake Service,engine knoking,None,Uche,94267,CASH,No,3.0,1.3,,Completed,main bay,Mechanic Referral,45,Ordered,Ladipo Market,Booking,Fleet Owner,,Senior,30000,30k,YES,5k,Promo10,16/08/2025,No,Shock absorber weakening,Prefers morning,,YES,Yes,gold,followed up
2025-04-21,CUS256,Ngozi Nwachukwu,08043557605,Mercedes-Benz C300,ABJ687GH,Engine Repair,brake failur,Air filter,,85653,POS,Yes,4.0,1.9,,Pending,,Word of Mouth,30,availaible,Benz supply,Normal,Fleet Owner,Bolt Driver,Apprentice,30000,,YES,5k,,2025-10-07,No,Needs tire alignment,,N,,Towing needed,,followed up
2025-01-02,CUS257,John Doe,08050629797,Honda Accord,LAG798EF,Battery Replacement,Suspenshun Noise,Battery,,31951,CASH,No,4.0,3.2,Urgent service,In progress,VIP section,Mechanik Referal,45mins,availaible,Direct from Benz,Booking,Fleet Owner,Govt Convoy,Senior,40000,,YES,10000,,,no,,Always late,,,,Gold Maintenance Plan,yes
24/05/2025,CUS258,Ngozi Nwachukwu,08046838009,Toyota Corolla,LAG932EF,Battery Replacement,engine knoking,Shock absorbers,Tijani,112133,CASH,Yes,3.0,2.5,,Completed,Main Bay,Mechanic Referral,,availaible,Benz supply,Emergency,Fleet Owner,Govt Convoy,Senior,15000,,Yes,,NONE,2025-11-24,no,,,No,YES,Yes,one time,No
11/02/2025,CUS259,Tunde Bayo,08035587594,Toyota Corolla,ABJ301CD,Suspension Work,,Battery,Tijani,105651,POS,Yes,2.0,2.6,Changed all filters,Completed,Main Bay,Mechanic Referral,,Ordered,Customer Brought,normal,Uber Driver,Govt Convoy,Specialist,40000,40000,Yes,,N/A,,,,no complain,N,YES,Yes,One-time,No
2025-04-07,CUS260,Aisha Bello,08091072076,Lexus RX 350,LAG610CD,Suspension Work,Suspensn Noise,Shock absorbers,Tijani,86923,pos,No,4.0,4.3,Urgent service,Completed,,Word of Mouth,60,Ordered,ladipo mkt,Booking,First Time,,,40000,40000,no,10000,LOYALTY10,2025-10-20,No,,,No,no,,one time,followed up
03-03-2025,CUS261,Aisha Bello,08028503943,Mercedes-Benz GLE,LAG531CD,Oil Change,Engin Knok,None,Isaac Bobo,108209,Cash,No,3.0,5.6,Recommended further checks,Pending,Main Bay,Mechanik Referal,30,Available,ladipo mkt,Normal,Fleet Owner,,speciallist,30000,35000,no,5k,N/A,10/10/2025,YES,Shock absorber weakening,Prefers morning,Y,Yes,No,One-time,No
03-14-2025,CUS262,Emeka Okafor,08082897088,Lexus RX 350,ABJ563CD,Suspension Work,,None,Tijani,55645,pos,Yes,,4.6,Urgent service,In progress,VIP Section,Word of Mouth,45,Ordered,Direct from Benz,normal,Returning,,Senior,,,,5000,NONE,,No,,Always late,N,No,No,one time,followed up
2025-05-17,CUS263,Tunde Bayo,08045049006,Lexus RX 350,KAN434GH,Suspension Work,Suspensn Noise,Air filter,Tijani,97032,CASH,Yes,2.0,3.4,,Completed,,Road Sign,15,Ordered,Ladipo Market,normal,first timer,Bolt Driver,Specialist,,30000,no,5k,Promo10,28/09/2025,no,Needs tire alignment,no complain,Yes,Yes,Towing needed,Gold Maintenance Plan,No
16/02/2025,CUS264,Ngozi Nwachukwu,08011145397,Mercedes-Benz C300,LAG342GH,Suspension Work,Oil chang,Shock absorbers,Uche,13149,POS,Yes,2.0,5.0,Changed all filters,Pending,main bay,whatsapp,45,Unavailable,Ladipo Market,normal,Returning,,speciallist,25000,30000,Yes,10000,LOYALTY10,26/07/2025,,,,Yes,,No,,Yes
04-27-2025,CUS265,John Doe,08050194740,Toyota Corolla,ABJ391CD,Oil Change,Brake Falure,"Oil filter, Brake pads",Tijani,22120,POS,Yes,2.0,3.6,Recommended further checks,Pending,Main Bay,Word of Mouth,,orderd,ladipo mkt,Booking,Uber Driver,Bolt Driver,speciallist,30000,20000,,,NONE,31/08/2025,Yes,,,N,,Yes,Gold Maintenance Plan,followed up
11/03/2025,CUS266,Emeka Okafor,08047828631,Lexus RX 350,KAN902GH,Brake Service,suspension noiz,Timing belt,Musa,49687,Transfer,Yes,2.0,1.5,Urgent service,Pending,Main Bay,Road Sign,15,Unavailable,Direct from Benz,normal,First Time,Bolt Driver,Senior ,40000,30000,Yes,0,Promo10,26/08/2025,,,no complain,No,YES,,,No
2025-02-18,CUS267,John Doe,08056524207,Mercedes-Benz GLE,ABJ572EF,Suspension Work,engine knoking,Battery,Musa,36062,Transfer,No,5.0,3.8,Changed all filters,Pending,Under tree,Mechanik Referal,30,availaible,Customer Brought,Booking,first timer,Logistics Co,Senior,40000,35000,Yes,5k,LOYALTY10,2025-07-26,no,,Prefers morning,Y,YES,No,gold,
2025-01-13,CUS268,John Doe,08064198613,Honda Accord,ABJ961EF,Brake Service,,None,,72648,pos,No,2.0,1.5,Urgent service,Completed,Main Bay,Mechanic Referral,45mins,availaible,Direct from Benz,Emergncy,Uber Driver,Bolt Driver,,25000,,no,5k,Promo10,13/08/2025,,Shock absorber weakening,Always late,Y,YES,No,Gold Maintenance Plan,yes
2025-01-27,CUS269,Ngozi Nwachukwu,08064459981,Mercedes-Benz GLE,ABJ646GH,Oil Change,Suspensn Noise,Timing belt,,46331,pos,No,5.0,3.1,Changed all filters,Pending,VIP section,whatsapp,,orderd,Benz supply,Emergency,Uber Driver,Private,Apprentice,twenty thousand,30k,no,0,,18/08/2025,YES,,,Yes,,,gold,No
2025-04-23,CUS270,Ngozi Nwachukwu,08087840078,Mercedes-Benz C300,ABJ445GH,Battery Replacement,suspension noiz,Shock absorbers,Isaac Bobo,95688,Cash,Yes,2.0,3.4,Urgent service,Completed,main bay,Word of Mouth,45mins,orderd,Direct from Benz,Normal,Fleet Owner,Bolt Driver,Senior,30000,20000,Yes,0,Promo10,,no,,,Y,no,Yes,One-time,No
2025-02-08,CUS271,Ngozi Nwachukwu,08097954019,Toyota Corolla,ABJ171EF,Suspension Work,Engin Knok,Battery,Musa,106327,CASH,Yes,1.0,2.5,Changed all filters,Completed,VIP Section,whatsapp,45mins,availaible,Benz supply,normal,Uber Driver,Govt Convoy,Senior ,15000,,no,5000,N/A,,Yes,Shock absorber weakening,no complain,Yes,Yes,,,followed up
18/04/2025,CUS272,Tunde Bayo,08011595945,Mercedes-Benz GLE,ABJ949EF,Battery Replacement,brake failur,"Oil filter, Brake pads",,77027,Transfer,Yes,2.0,5.3,,Pending,VIP Section,Mechanik Referal,,Ordered,Ladipo Market,Emergncy,Returning,,Senior,15000,40000,YES,5k,Promo10,07/11/2025,Yes,Needs tire alignment,Always late,N,no,No,,Yes
29/04/2025,CUS273,Tunde Bayo,08073351303,Toyota Corolla,KAN408EF,Brake Service,brake faliure,"Oil filter, Brake pads",Isaac Bobo,35277,Transfer,No,1.0,3.5,,Pending,Under tree,whatsapp,30,Ordered,ladipo mkt,normal,Uber Driver,,Senior ,15000,30000,No,5000,Promo10,2025-06-16,,Shock absorber weakening,Always late,,No,Yes,gold,No
07/02/2025,CUS274,Tunde Bayo,08097790612,Honda Accord,LAG871EF,Suspension Work,Engin Knok,Battery,,17430,POS,No,2.0,4.7,Changed all filters,Pending,VIP section,Instagram,45mins,orderd,ladipo mkt,Emergncy,Returning,Logistics Co,Apprentice,15000,20000,,0,LOYALTY10,2025-12-24,No,Shock absorber weakening,Always late,N,,,one time,Yes
19/01/2025,CUS275,Emeka Okafor,08078806311,Honda Accord,LAG181GH,Brake Service,,Shock absorbers,Musa,90226,POS,No,3.0,3.2,,Pending,VIP section,Instagram,45mins,availaible,Direct from Benz,Booking,First Time,Logistics Co,Specialist,30000,40000,Yes,5000,Promo10,2025-12-02,No,Shock absorber weakening,,Y,YES,Towing needed,gold,yes
19/02/2025,CUS276,John Doe,08030036175,Honda Accord,LAG605GH,Battery Replacement,Suspenshun Noise,Air filter,Tijani,117904,CASH,No,4.0,2.9,Urgent service,Completed,Under tree,Road Sign,60,Unavailable,ladipo mkt,Booking,Fleet Owner,Private,Specialist,25000,30k,no,0,LOYALTY10,21/09/2025,,,,Yes,No,No,gold,No
01/02/2025,CUS277,Ngozi Nwachukwu,08063352256,Mercedes-Benz GLE,ABJ502EF,Brake Service,Engin Knok,Timing belt,Musa,35733,CASH,No,5.0,1.8,Recommended further checks,In progress,main bay,Mechanik Referal,30,Available,Direct from Benz,Normal,Returning,Bolt Driver,Apprentice,30000,40000,No,5k,,21/11/2025,YES,Needs tire alignment,Always late,,YES,,gold,No
2025-04-24,CUS278,Ngozi Nwachukwu,08040545068,Lexus RX 350,KAN565EF,Oil Change,brake faliure,None,Isaac Bobo,10643,Transfer,No,1.0,5.0,Recommended further checks,Pending,main bay,Mechanik Referal,45,orderd,Benz supply,Booking,Uber Driver,Govt Convoy,Senior,30000,40000,YES,,LOYALTY10,,No,,Always late,No,no,,gold,No
05-14-2025,CUS279,Ngozi Nwachukwu,08040457532,Mercedes-Benz GLE,KAN224EF,Engine Repair,Enjin Knockin,Timing belt,Musa,85569,transfer,Yes,2.0,3.9,Recommended further checks,In progress,Under tree,whatsapp,45,availaible,Customer Brought,normal,Fleet Owner,Bolt Driver,Apprentice,twenty thousand,30000,Yes,10000,NONE,,Yes,Needs tire alignment,,N,YES,No,gold,Yes
04-10-2025,CUS280,Tunde Bayo,08038168948,Toyota Corolla,KAN205CD,Suspension Work,,Air filter,Musa,64471,Transfer,Yes,2.0,1.3,,Pending,VIP section,Instagram,30,Ordered,Customer Brought,Emergency,first timer,Govt Convoy,Apprentice,40000,40000,Yes,0,,2025-06-27,Yes,Needs tire alignment,,,no,No,gold,No
02-10-2025,CUS281,Tunde Bayo,08073678024,Lexus RX 350,ABJ148CD,Battery Replacement,brake faliure,Shock absorbers,Isaac Bobo,71616,CASH,Yes,1.0,2.6,,Pending,,Mechanik Referal,45mins,orderd,Customer Brought,Emergncy,first timer,Private,speciallist,,35000,YES,5k,NONE,,Yes,,,Y,no,Yes,Gold Maintenance Plan,Yes
2025-01-11,CUS282,Tunde Bayo,08041369795,Lexus RX 350,ABJ207EF,Suspension Work,Brake Falure,Air filter,Musa,20832,POS,No,2.0,2.0,Urgent service,In progress,VIP section,Word of Mouth,45,orderd,Ladipo Market,Emergncy,First Time,Govt Convoy,Apprentice,25000,40000,,10000,NONE,28/06/2025,,,Always late,,no,,,No
04/05/2025,CUS283,Ngozi Nwachukwu,08079232906,Mercedes-Benz C300,KAN841EF,Oil Change,Enjin Knockin,Timing belt,Tijani,37579,transfer,No,1.0,3.0,Customer waited,Completed,VIP section,whatsapp,,Unavailable,Direct from Benz,Booking,First Time,Private,,,,YES,5k,Promo10,30/12/2025,Yes,,,Y,YES,Yes,Gold Maintenance Plan,yes
01-14-2025,CUS284,Aisha Bello,08088786294,Honda Accord,ABJ274CD,Engine Repair,brake faliure,Shock absorbers,Tijani,100016,POS,Yes,2.0,3.9,Urgent service,Completed,main bay,Mechanik Referal,60,availaible,Benz supply,Emergency,first timer,Private,Senior,,20000,Yes,0,LOYALTY10,2025-07-12,Yes,Shock absorber weakening,,No,No,Towing needed,,Yes
03-02-2025,CUS285,John Doe,08084170763,Mercedes-Benz GLE,ABJ841EF,Oil Change,Oill Change,"Oil filter, Brake pads",Uche,87789,Cash,No,2.0,3.9,Urgent service,Pending,Under tree,Mechanic Referral,45,Available,Ladipo Market,Booking,Returning,Private,Senior ,40000,20000,Yes,5000,NONE,2025-09-09,no,Shock absorber weakening,no complain,Yes,no,Yes,Gold Maintenance Plan,No
2025-04-22,CUS286,Tunde Bayo,08072912993,Mercedes-Benz C300,KAN105GH,Brake Service,Oill Change,Timing belt,,75518,Cash,Yes,3.0,5.4,Changed all filters,Pending,VIP section,whatsapp,60,Unavailable,Ladipo Market,Emergncy,first timer,Bolt Driver,,twenty thousand,30000,no,0,,,No,Needs tire alignment,Prefers morning,No,No,,,No
30/05/2025,CUS287,John Doe,08071928212,Toyota Corolla,ABJ365CD,Battery Replacement,Brake Falure,Air filter,Tijani,22180,CASH,Yes,4.0,4.1,,In progress,Main Bay,Mechanik Referal,45mins,Ordered,ladipo mkt,Emergency,Fleet Owner,Bolt Driver,Senior ,twenty thousand,30000,YES,0,LOYALTY10,2025-07-06,No,,,N,Yes,No,One-time,No
01-11-2025,CUS288,Ngozi Nwachukwu,08055722553,Mercedes-Benz C300,ABJ149EF,Brake Service,Suspenshun Noise,Air filter,,89783,transfer,Yes,4.0,3.2,Recommended further checks,Pending,Under tree,Word of Mouth,,availaible,Direct from Benz,normal,Uber Driver,Private,,twenty thousand,40000,Yes,,NONE,2025-06-15,YES,,Prefers morning,No,No,No,one time,followed up
02/06/2025,CUS289,Tunde Bayo,08021526062,Honda Accord,ABJ370EF,Engine Repair,brake faliure,Timing belt,,25095,POS,No,4.0,5.9,Urgent service,In progress,,Road Sign,30,Ordered,Customer Brought,normal,Uber Driver,,speciallist,25000,30k,No,5k,NONE,2025-08-28,,,,Y,No,Yes,One-time,yes
05/03/2025,CUS290,Emeka Okafor,08052020192,Mercedes-Benz C300,KAN727EF,Battery Replacement,Suspensn Noise,"Oil filter, Brake pads",Tijani,29029,pos,Yes,1.0,2.7,Customer waited,Completed,,Mechanik Referal,45mins,Available,Benz supply,Normal,Returning,Logistics Co,Apprentice,,35000,YES,0,Promo10,09/09/2025,no,Shock absorber weakening,,Y,,Yes,gold,followed up
03-28-2025,CUS291,Tunde Bayo,08035212337,Honda Accord,LAG815CD,Battery Replacement,Oill Change,Air filter,Uche,62142,pos,Yes,,4.0,Recommended further checks,Pending,Under tree,Mechanic Referral,60,Available,Customer Brought,Emergency,first timer,Logistics Co,Specialist,15000,30000,Yes,0,Promo10,,no,,no complain,Y,YES,Yes,one time,Yes
04-02-2025,CUS292,John Doe,08067551618,Lexus RX 350,ABJ697EF,Suspension Work,Oil chang,Air filter,,16346,POS,Yes,,3.9,Changed all filters,Completed,VIP section,Instagram,15,Available,Ladipo Market,Emergency,Fleet Owner,Logistics Co,Apprentice,25000,35000,Yes,,N/A,17/11/2025,no,Needs tire alignment,,,,,One-time,No
2025-02-09,CUS293,Emeka Okafor,08066061116,Mercedes-Benz C300,ABJ229EF,Suspension Work,suspension noiz,Timing belt,Uche,93006,Transfer,No,1.0,5.0,Urgent service,Pending,,Instagram,,Unavailable,Customer Brought,normal,First Time,Logistics Co,speciallist,15000,,,0,N/A,,YES,,Always late,Yes,no,Yes,one time,
03-23-2025,CUS294,Ngozi Nwachukwu,08038129989,Toyota Corolla,ABJ871GH,Oil Change,Brake Falure,"Oil filter, Brake pads",Tijani,29782,Cash,No,,4.4,Urgent service,In progress,VIP section,whatsapp,15,Available,Ladipo Market,normal,Returning,Bolt Driver,Senior,,30k,,0,,,YES,,no complain,Yes,no,,,yes
04-23-2025,CUS295,Ngozi Nwachukwu,08068878740,Mercedes-Benz C300,LAG752EF,Suspension Work,Engin Knok,Timing belt,,105912,Cash,No,4.0,1.6,,In progress,Under tree,Instagram,,orderd,Direct from Benz,Booking,First Time,,,30000,40000,No,5000,,2025-09-08,no,,Always late,,YES,Yes,,followed up
06/01/2025,CUS296,John Doe,08070394210,Toyota Corolla,KAN225GH,Brake Service,Engin Knok,"Oil filter, Brake pads",Tijani,29895,transfer,Yes,4.0,3.7,Changed all filters,Completed,VIP section,Instagram,45mins,Unavailable,Ladipo Market,Booking,Fleet Owner,Logistics Co,speciallist,twenty thousand,30000,YES,5000,,,YES,Needs tire alignment,,N,no,,One-time,Yes
06/03/2025,CUS297,Ngozi Nwachukwu,08084953463,Toyota Corolla,KAN346GH,Oil Change,brake faliure,Timing belt,,25146,transfer,Yes,3.0,3.8,Changed all filters,Pending,,Mechanic Referral,60,Ordered,Customer Brought,Normal,Fleet Owner,,Senior ,twenty thousand,20000,Yes,,N/A,04/10/2025,,,,N,Yes,,Gold Maintenance Plan,followed up
03-17-2025,CUS298,Tunde Bayo,08014040500,Toyota Corolla,LAG777EF,Oil Change,Engin Knok,Battery,Isaac Bobo,37164,CASH,No,1.0,3.4,Recommended further checks,In progress,,Road Sign,30,orderd,Customer Brought,normal,Returning,,Apprentice,15000,35000,no,,LOYALTY10,2025-09-15,no,Needs tire alignment,Prefers morning,No,,Towing needed,gold,No
2025-05-06,CUS299,Emeka Okafor,08060291405,Mercedes-Benz GLE,LAG429GH,Suspension Work,Brake Falure,Air filter,Uche,30631,Transfer,No,4.0,3.9,Customer waited,Pending,,whatsapp,45,orderd,Ladipo Market,normal,first timer,,Senior ,25000,35000,no,5000,NONE,25/10/2025,Yes,,Always late,Yes,Yes,Towing needed,gold,No
03-24-2025,CUS300,Ngozi Nwachukwu,08028649583,Mercedes-Benz GLE,LAG331CD,Suspension Work,,Air filter,Isaac Bobo,25476,Transfer,No,4.0,3.7,,Completed,VIP Section,whatsapp,60,Unavailable,Direct from Benz,Emergncy,Returning,Govt Convoy,Apprentice,15000,35000,no,5000,NONE,02/07/2025,no,Needs tire alignment,Always late,No,,,,No
06-03-2025,CUS301,Ngozi Nwachukwu,08087511871,Toyota Corolla,LAG884EF,Brake Service,brake faliure,None,Uche,100018,Cash,Yes,2.0,2.2,Changed all filters,Completed,Main Bay,Word of Mouth,,Ordered,Benz supply,Normal,First Time,Private,Apprentice,30000,,no,0,Promo10,10/12/2025,No,,,Y,,Towing needed,gold,followed up
2025-02-11,CUS302,John Doe,08027226260,Mercedes-Benz C300,KAN184EF,Oil Change,suspension noiz,"Oil filter, Brake pads",Musa,101803,Transfer,Yes,4.0,5.7,,In progress,Under tree,whatsapp,60,orderd,Ladipo Market,Booking,Uber Driver,Private,Specialist,30000,30000,YES,5000,Promo10,14/07/2025,,,Always late,N,,Yes,Gold Maintenance Plan,yes
03-09-2025,CUS303,Aisha Bello,08051013170,Mercedes-Benz C300,KAN955CD,Battery Replacement,oilchng,Shock absorbers,Isaac Bobo,70338,Transfer,Yes,5.0,4.5,Customer waited,Pending,Under tree,Mechanik Referal,45mins,orderd,Customer Brought,Booking,Uber Driver,Bolt Driver,Senior ,twenty thousand,,no,10000,,2025-11-27,YES,,no complain,Yes,no,Towing needed,,No
01-01-2025,CUS304,Emeka Okafor,08011299382,Lexus RX 350,KAN762GH,Brake Service,engine knoking,"Oil filter, Brake pads",Tijani,63754,POS,No,5.0,1.8,Customer waited,In progress,Main Bay,Mechanic Referral,30,Ordered,Direct from Benz,normal,Fleet Owner,Bolt Driver,Apprentice,twenty thousand,,no,10000,Promo10,,no,Shock absorber weakening,Prefers morning,N,YES,Yes,one time,No
2025-05-10,CUS305,Aisha Bello,08077082048,Mercedes-Benz GLE,ABJ811CD,Brake Service,brake failur,Timing belt,,71152,Transfer,Yes,3.0,4.5,Urgent service,In progress,,whatsapp,60,Unavailable,Customer Brought,Emergncy,Fleet Owner,Logistics Co,speciallist,15000,30k,No,,LOYALTY10,2025-10-14,Yes,,no complain,Y,YES,,gold,yes
2025-06-08,CUS306,Ngozi Nwachukwu,08098429098,Lexus RX 350,ABJ606CD,Suspension Work,Suspenshun Noise,Air filter,,108652,CASH,Yes,3.0,3.7,,Pending,Main Bay,Mechanik Referal,60,Available,Direct from Benz,Emergncy,first timer,,speciallist,40000,,YES,,N/A,,No,,Prefers morning,N,no,,gold,No
17/01/2025,CUS307,Emeka Okafor,08057601987,Mercedes-Benz C300,ABJ113GH,Brake Service,engine knoking,Timing belt,Musa,96531,CASH,No,2.0,3.0,Changed all filters,Completed,main bay,Word of Mouth,60,Ordered,Ladipo Market,normal,Returning,,,twenty thousand,20000,,5k,,,YES,,,Yes,,Towing needed,one time,No
